Ansatz,System,Fine-tune step,Geometry,E
orbformer_finetune_tm_64k,CNOH,8000,0,-168.61011262283324+/-0
orbformer_finetune_tm_64k,CNOH,8000,1,-168.60106748428345+/-0
orbformer_finetune_tm_64k,CNOH,8000,2,-168.63850423583983+/-0
orbformer_finetune_tm_64k,CNOH,8000,3,-168.56446776504518+/-0
orbformer_finetune_tm_64k,CNOH,8000,4,-168.59654466793165+/-0
orbformer_finetune_tm_64k,CNOH,8000,5,-168.60579802290286+/-0
orbformer_finetune_tm_64k,CNOH,8000,6,-168.6180104896053+/-0
orbformer_finetune_tm_64k,CNOH,8000,7,-168.62093044914087+/-0
orbformer_finetune_tm_64k,CNOH,8000,8,-168.57285033977618+/-0
orbformer_finetune_tm_64k,CNOH,8000,9,-168.62801534441164+/-0
orbformer_finetune_tm_64k,CNOH,16000,0,-168.61394708175658+/-0
orbformer_finetune_tm_64k,CNOH,16000,1,-168.60207269744873+/-0
orbformer_finetune_tm_64k,CNOH,16000,2,-168.64271775894164+/-0
orbformer_finetune_tm_64k,CNOH,16000,3,-168.56785687787314+/-0
orbformer_finetune_tm_64k,CNOH,16000,4,-168.59930205067383+/-0
orbformer_finetune_tm_64k,CNOH,16000,5,-168.610877178533+/-0
orbformer_finetune_tm_64k,CNOH,16000,6,-168.62103760553018+/-0
orbformer_finetune_tm_64k,CNOH,16000,7,-168.61958139334578+/-0
orbformer_finetune_tm_64k,CNOH,16000,8,-168.57002446307862+/-0
orbformer_finetune_tm_64k,CNOH,16000,9,-168.63120494865038+/-0
orbformer_finetune_tm_64k,CNOH,32000,0,-168.62690520095825+/-0
orbformer_finetune_tm_64k,CNOH,32000,1,-168.61559173965455+/-0
orbformer_finetune_tm_64k,CNOH,32000,2,-168.65521424636842+/-0
orbformer_finetune_tm_64k,CNOH,32000,3,-168.58190816497802+/-0
orbformer_finetune_tm_64k,CNOH,32000,4,-168.6147343858587+/-0
orbformer_finetune_tm_64k,CNOH,32000,5,-168.62671866045696+/-0
orbformer_finetune_tm_64k,CNOH,32000,6,-168.6357457818875+/-0
orbformer_finetune_tm_64k,CNOH,32000,7,-168.63285089455889+/-0
orbformer_finetune_tm_64k,CNOH,32000,8,-168.59021560954312+/-0
orbformer_finetune_tm_64k,CNOH,32000,9,-168.64493813883342+/-0
orbformer_finetune_tm_64k,CO2,0,0,-187.2121482441735+/-0
orbformer_finetune_tm_64k,CO2,0,1,-187.35107229029222+/-0
orbformer_finetune_tm_64k,CO2,0,2,-186.62661777111686+/-0
orbformer_finetune_tm_64k,CO2,0,3,-187.2553315829913+/-0
orbformer_finetune_tm_64k,CO2,0,4,-186.73142223710698+/-0
orbformer_finetune_tm_64k,CO2,0,5,-186.68949179656363+/-0
orbformer_finetune_tm_64k,CO2,0,6,-186.84968357574428+/-0
orbformer_finetune_tm_64k,CO2,0,7,-187.38658331016177+/-0
orbformer_finetune_tm_64k,CO2,0,8,-187.47588100138296+/-0
orbformer_finetune_tm_64k,CO2,0,9,-187.19211181592027+/-0
orbformer_finetune_tm_64k,CO2,250,0,-188.47307040634155+/-0
orbformer_finetune_tm_64k,CO2,250,1,-188.28650842590332+/-0
orbformer_finetune_tm_64k,CO2,250,2,-188.23144370880127+/-0
orbformer_finetune_tm_64k,CO2,250,3,-188.37753014923328+/-0
orbformer_finetune_tm_64k,CO2,250,4,-188.38359779941504+/-0
orbformer_finetune_tm_64k,CO2,250,5,-188.36935931727007+/-0
orbformer_finetune_tm_64k,CO2,250,6,-188.43061255922294+/-0
orbformer_finetune_tm_64k,CO2,250,7,-188.36585308727106+/-0
orbformer_finetune_tm_64k,CO2,250,8,-188.35993498021776+/-0
orbformer_finetune_tm_64k,CO2,250,9,-188.37749571923746+/-0
orbformer_finetune_tm_64k,CO2,1000,0,-188.49626221694112+/-0
orbformer_finetune_tm_64k,CO2,1000,1,-188.30922864990234+/-0
orbformer_finetune_tm_64k,CO2,1000,2,-188.26126922254772+/-0
orbformer_finetune_tm_64k,CO2,1000,3,-188.39467982635497+/-0
orbformer_finetune_tm_64k,CO2,1000,4,-188.41069502358175+/-0
orbformer_finetune_tm_64k,CO2,1000,5,-188.39273255242964+/-0
orbformer_finetune_tm_64k,CO2,1000,6,-188.4583656665438+/-0
orbformer_finetune_tm_64k,CO2,1000,7,-188.39318078269636+/-0
orbformer_finetune_tm_64k,CO2,1000,8,-188.38365166549005+/-0
orbformer_finetune_tm_64k,CO2,1000,9,-188.40189287407134+/-0
orbformer_finetune_tm_64k,CO2,4000,0,-188.5060270111084+/-0
orbformer_finetune_tm_64k,CO2,4000,1,-188.31740264434814+/-0
orbformer_finetune_tm_64k,CO2,4000,2,-188.26454665985108+/-0
orbformer_finetune_tm_64k,CO2,4000,3,-188.4088924545288+/-0
orbformer_finetune_tm_64k,CO2,4000,4,-188.41243715933356+/-0
orbformer_finetune_tm_64k,CO2,4000,5,-188.39582546754292+/-0
orbformer_finetune_tm_64k,CO2,4000,6,-188.46116495811972+/-0
orbformer_finetune_tm_64k,CO2,4000,7,-188.3967691037445+/-0
orbformer_finetune_tm_64k,CO2,4000,8,-188.39419930610003+/-0
orbformer_finetune_tm_64k,CO2,4000,9,-188.40823617044933+/-0
orbformer_finetune_tm_64k,CO2,8000,0,-188.50555922775268+/-0
orbformer_finetune_tm_64k,CO2,8000,1,-188.31713603134156+/-0
orbformer_finetune_tm_64k,CO2,8000,2,-188.2674731437683+/-0
orbformer_finetune_tm_64k,CO2,8000,3,-188.4063189726298+/-0
orbformer_finetune_tm_64k,CO2,8000,4,-188.41871038101465+/-0
orbformer_finetune_tm_64k,CO2,8000,5,-188.4032711439344+/-0
orbformer_finetune_tm_64k,CO2,8000,6,-188.46271936634898+/-0
orbformer_finetune_tm_64k,CO2,8000,7,-188.4009297735315+/-0
orbformer_finetune_tm_64k,CO2,8000,8,-188.396499291195+/-0
orbformer_finetune_tm_64k,CO2,8000,9,-188.40946383075197+/-0
orbformer_finetune_tm_64k,CO2,16000,0,-188.51567713699342+/-0
orbformer_finetune_tm_64k,CO2,16000,1,-188.33651643066406+/-0
orbformer_finetune_tm_64k,CO2,16000,2,-188.28558525314332+/-0
orbformer_finetune_tm_64k,CO2,16000,3,-188.42134730453492+/-0
orbformer_finetune_tm_64k,CO2,16000,4,-188.42989830002975+/-0
orbformer_finetune_tm_64k,CO2,16000,5,-188.4145026510969+/-0
orbformer_finetune_tm_64k,CO2,16000,6,-188.4790466642778+/-0
orbformer_finetune_tm_64k,CO2,16000,7,-188.41713299425348+/-0
orbformer_finetune_tm_64k,CO2,16000,8,-188.41064091608135+/-0
orbformer_finetune_tm_64k,CO2,16000,9,-188.42384263984871+/-0
orbformer_finetune_tm_64k,CO2,32000,0,-188.52322122879028+/-0
orbformer_finetune_tm_64k,CO2,32000,1,-188.34144107437135+/-0
orbformer_finetune_tm_64k,CO2,32000,2,-188.29094384384155+/-0
orbformer_finetune_tm_64k,CO2,32000,3,-188.42726012878418+/-0
orbformer_finetune_tm_64k,CO2,32000,4,-188.43694594092497+/-0
orbformer_finetune_tm_64k,CO2,32000,5,-188.42209748426873+/-0
orbformer_finetune_tm_64k,CO2,32000,6,-188.48385767829652+/-0
orbformer_finetune_tm_64k,CO2,32000,7,-188.42447396722864+/-0
orbformer_finetune_tm_64k,CO2,32000,8,-188.41750288996795+/-0
orbformer_finetune_tm_64k,CO2,32000,9,-188.43078307464535+/-0
orbformer_finetune_tm_64k,COH2,0,0,-114.42272973365783+/-0
orbformer_finetune_tm_64k,COH2,0,1,-114.39217083015441+/-0
orbformer_finetune_tm_64k,COH2,0,2,-114.45812822990418+/-0
orbformer_finetune_tm_64k,COH2,0,3,-114.4419516052246+/-0
orbformer_finetune_tm_64k,COH2,0,4,-114.4683857068067+/-0
orbformer_finetune_tm_64k,COH2,0,5,-114.16001449066898+/-0
orbformer_finetune_tm_64k,COH2,0,6,-114.4312561315932+/-0
orbformer_finetune_tm_64k,COH2,0,7,-114.44872448967602+/-0
orbformer_finetune_tm_64k,COH2,0,8,-114.45958124178507+/-0
orbformer_finetune_tm_64k,COH2,0,9,-114.37688111576966+/-0
orbformer_finetune_tm_64k,COH2,250,0,-114.4388564781189+/-0
orbformer_finetune_tm_64k,COH2,250,1,-114.45984170570374+/-0
orbformer_finetune_tm_64k,COH2,250,2,-114.47589663734436+/-0
orbformer_finetune_tm_64k,COH2,250,3,-114.45197406272888+/-0
orbformer_finetune_tm_64k,COH2,250,4,-114.47174523872067+/-0
orbformer_finetune_tm_64k,COH2,250,5,-114.41065962676186+/-0
orbformer_finetune_tm_64k,COH2,250,6,-114.43931447403975+/-0
orbformer_finetune_tm_64k,COH2,250,7,-114.47074407515237+/-0
orbformer_finetune_tm_64k,COH2,250,8,-114.46447405284351+/-0
orbformer_finetune_tm_64k,COH2,250,9,-114.45607172602331+/-0
orbformer_finetune_tm_64k,COH2,1000,0,-114.44153841972351+/-0
orbformer_finetune_tm_64k,COH2,1000,1,-114.46261942329407+/-0
orbformer_finetune_tm_64k,COH2,1000,2,-114.47713941993713+/-0
orbformer_finetune_tm_64k,COH2,1000,3,-114.45704366455078+/-0
orbformer_finetune_tm_64k,COH2,1000,4,-114.4714264140331+/-0
orbformer_finetune_tm_64k,COH2,1000,5,-114.41159848252728+/-0
orbformer_finetune_tm_64k,COH2,1000,6,-114.44113677432223+/-0
orbformer_finetune_tm_64k,COH2,1000,7,-114.47188295846676+/-0
orbformer_finetune_tm_64k,COH2,1000,8,-114.46867594741347+/-0
orbformer_finetune_tm_64k,COH2,1000,9,-114.45990067330236+/-0
orbformer_finetune_tm_64k,COH2,4000,0,-114.43919336738587+/-0
orbformer_finetune_tm_64k,COH2,4000,1,-114.46403657836915+/-0
orbformer_finetune_tm_64k,COH2,4000,2,-114.47512670974731+/-0
orbformer_finetune_tm_64k,COH2,4000,3,-114.45869179420471+/-0
orbformer_finetune_tm_64k,COH2,4000,4,-114.47614678478675+/-0
orbformer_finetune_tm_64k,COH2,4000,5,-114.4135898643687+/-0
orbformer_finetune_tm_64k,COH2,4000,6,-114.44042978516113+/-0
orbformer_finetune_tm_64k,COH2,4000,7,-114.47085942286921+/-0
orbformer_finetune_tm_64k,COH2,4000,8,-114.4649832113491+/-0
orbformer_finetune_tm_64k,COH2,4000,9,-114.45580344014625+/-0
orbformer_finetune_tm_64k,COH2,8000,0,-114.44504170341492+/-0
orbformer_finetune_tm_64k,COH2,8000,1,-114.46640488891602+/-0
orbformer_finetune_tm_64k,COH2,8000,2,-114.4784083393097+/-0
orbformer_finetune_tm_64k,COH2,8000,3,-114.4641376525879+/-0
orbformer_finetune_tm_64k,COH2,8000,4,-114.47902320614993+/-0
orbformer_finetune_tm_64k,COH2,8000,5,-114.41553460882272+/-0
orbformer_finetune_tm_64k,COH2,8000,6,-114.44468345586775+/-0
orbformer_finetune_tm_64k,COH2,8000,7,-114.47532775350926+/-0
orbformer_finetune_tm_64k,COH2,8000,8,-114.47022667926888+/-0
orbformer_finetune_tm_64k,COH2,8000,9,-114.46037858752611+/-0
orbformer_finetune_tm_64k,COH2,16000,0,-114.44781657485962+/-0
orbformer_finetune_tm_64k,COH2,16000,1,-114.47033191680909+/-0
orbformer_finetune_tm_64k,COH2,16000,2,-114.48500562782287+/-0
orbformer_finetune_tm_64k,COH2,16000,3,-114.46744399490356+/-0
orbformer_finetune_tm_64k,COH2,16000,4,-114.48112890149207+/-0
orbformer_finetune_tm_64k,COH2,16000,5,-114.42009947482238+/-0
orbformer_finetune_tm_64k,COH2,16000,6,-114.44958731777531+/-0
orbformer_finetune_tm_64k,COH2,16000,7,-114.480695262409+/-0
orbformer_finetune_tm_64k,COH2,16000,8,-114.47545650637451+/-0
orbformer_finetune_tm_64k,COH2,16000,9,-114.46519025529263+/-0
orbformer_finetune_tm_64k,COH2,32000,0,-114.45357951202392+/-0
orbformer_finetune_tm_64k,COH2,32000,1,-114.47573479843139+/-0
orbformer_finetune_tm_64k,COH2,32000,2,-114.48966115951538+/-0
orbformer_finetune_tm_64k,COH2,32000,3,-114.4723906639099+/-0
orbformer_finetune_tm_64k,COH2,32000,4,-114.4876424305987+/-0
orbformer_finetune_tm_64k,COH2,32000,5,-114.42614956065187+/-0
orbformer_finetune_tm_64k,COH2,32000,6,-114.45437861340089+/-0
orbformer_finetune_tm_64k,COH2,32000,7,-114.48500853807033+/-0
orbformer_finetune_tm_64k,COH2,32000,8,-114.48014993836419+/-0
orbformer_finetune_tm_64k,COH2,32000,9,-114.47151893877437+/-0
orbformer_scratch,C2H4,250,0,-77.35512857616594+/-0
orbformer_scratch,C2H4,250,1,-77.37061080993986+/-0
orbformer_scratch,C2H4,250,2,-77.29658946903417+/-0
orbformer_scratch,C2H4,250,3,-77.17451268453709+/-0
orbformer_scratch,C2H4,250,4,-77.54429230939374+/-0
orbformer_scratch,C2H4,250,5,-77.49505018311554+/-0
orbformer_scratch,C2H4,250,6,-77.4567000809263+/-0
orbformer_scratch,C2H4,250,7,-77.52418114664937+/-0
orbformer_scratch,C2H4,250,8,-77.33261302375246+/-0
orbformer_scratch,C2H4,250,9,-77.41239990261286+/-0
orbformer_scratch,C2H4,1000,0,-78.32167860323675+/-0
orbformer_scratch,C2H4,1000,1,-78.33405016441345+/-0
orbformer_scratch,C2H4,1000,2,-78.23318890884582+/-0
orbformer_scratch,C2H4,1000,3,-78.18345947357162+/-0
orbformer_scratch,C2H4,1000,4,-78.26982099618226+/-0
orbformer_scratch,C2H4,1000,5,-78.23434638733889+/-0
orbformer_scratch,C2H4,1000,6,-78.17647012980626+/-0
orbformer_scratch,C2H4,1000,7,-78.3223115870251+/-0
orbformer_scratch,C2H4,1000,8,-78.34171582874538+/-0
orbformer_scratch,C2H4,1000,9,-78.35894955195288+/-0
orbformer_scratch,C2H4,4000,0,-78.5064261844635+/-0
orbformer_scratch,C2H4,4000,1,-78.48465240592957+/-0
orbformer_scratch,C2H4,4000,2,-78.44722551727295+/-0
orbformer_scratch,C2H4,4000,3,-78.43925439987183+/-0
orbformer_scratch,C2H4,4000,4,-78.45229333401112+/-0
orbformer_scratch,C2H4,4000,5,-78.47506351910613+/-0
orbformer_scratch,C2H4,4000,6,-78.46281412065001+/-0
orbformer_scratch,C2H4,4000,7,-78.46092011493738+/-0
orbformer_scratch,C2H4,4000,8,-78.47522606226381+/-0
orbformer_scratch,C2H4,4000,9,-78.4866517794968+/-0
orbformer_scratch,C2H4,8000,0,-78.53115615768432+/-0
orbformer_scratch,C2H4,8000,1,-78.53089466056824+/-0
orbformer_scratch,C2H4,8000,2,-78.48550061721802+/-0
orbformer_scratch,C2H4,8000,3,-78.46723014218934+/-0
orbformer_scratch,C2H4,8000,4,-78.47824664341482+/-0
orbformer_scratch,C2H4,8000,5,-78.49561582083011+/-0
orbformer_scratch,C2H4,8000,6,-78.51084064136678+/-0
orbformer_scratch,C2H4,8000,7,-78.51945752461879+/-0
orbformer_scratch,C2H4,8000,8,-78.50810186876537+/-0
orbformer_scratch,C2H4,8000,9,-78.50929273759284+/-0
orbformer_scratch,C2H4,16000,0,-78.53184683990479+/-0
orbformer_scratch,C2H4,16000,1,-78.54515575790406+/-0
orbformer_scratch,C2H4,16000,2,-78.49028122474384+/-0
orbformer_scratch,C2H4,16000,3,-78.47592742156982+/-0
orbformer_scratch,C2H4,16000,4,-78.49506146381232+/-0
orbformer_scratch,C2H4,16000,5,-78.50867300979185+/-0
orbformer_scratch,C2H4,16000,6,-78.50633088246632+/-0
orbformer_scratch,C2H4,16000,7,-78.51909898618405+/-0
orbformer_scratch,C2H4,16000,8,-78.50586114557805+/-0
orbformer_scratch,C2H4,16000,9,-78.51815321340789+/-0
orbformer_scratch,C2H4,32000,0,-78.5578313709259+/-0
orbformer_scratch,C2H4,32000,1,-78.56601914901734+/-0
orbformer_scratch,C2H4,32000,2,-78.51655967140198+/-0
orbformer_scratch,C2H4,32000,3,-78.49465588684082+/-0
orbformer_scratch,C2H4,32000,4,-78.51088574440624+/-0
orbformer_scratch,C2H4,32000,5,-78.52645411849755+/-0
orbformer_scratch,C2H4,32000,6,-78.53448566707816+/-0
orbformer_scratch,C2H4,32000,7,-78.54164839017403+/-0
orbformer_scratch,C2H4,32000,8,-78.53219103152686+/-0
orbformer_scratch,C2H4,32000,9,-78.53753496344203+/-0
orbformer_scratch,C3H4,250,0,-113.98334134848459+/-0
orbformer_scratch,C3H4,250,1,-113.71922382642202+/-0
orbformer_scratch,C3H4,250,2,-113.66378248074734+/-0
orbformer_scratch,C3H4,250,3,-114.02694574869716+/-0
orbformer_scratch,C3H4,250,4,-113.83956157684082+/-0
orbformer_scratch,C3H4,250,5,-113.90202813484376+/-0
orbformer_scratch,C3H4,250,6,-113.85219491726149+/-0
orbformer_scratch,C3H4,250,7,-113.48863506905549+/-0
orbformer_scratch,C3H4,250,8,-113.88002747320633+/-0
orbformer_scratch,C3H4,250,9,-113.36402484530407+/-0
orbformer_scratch,C3H4,1000,0,-116.13252523900393+/-0
orbformer_scratch,C3H4,1000,1,-116.15951780749822+/-0
orbformer_scratch,C3H4,1000,2,-116.02703340036635+/-0
orbformer_scratch,C3H4,1000,3,-116.05803843578092+/-0
orbformer_scratch,C3H4,1000,4,-116.00129074480557+/-0
orbformer_scratch,C3H4,1000,5,-116.06941842714824+/-0
orbformer_scratch,C3H4,1000,6,-116.09634402535215+/-0
orbformer_scratch,C3H4,1000,7,-115.84691798834655+/-0
orbformer_scratch,C3H4,1000,8,-115.94300078441955+/-0
orbformer_scratch,C3H4,1000,9,-115.88453679521852+/-0
orbformer_scratch,C3H4,4000,0,-116.46870862541199+/-0
orbformer_scratch,C3H4,4000,1,-116.4493111344783+/-0
orbformer_scratch,C3H4,4000,2,-116.43753988809833+/-0
orbformer_scratch,C3H4,4000,3,-116.45408885917664+/-0
orbformer_scratch,C3H4,4000,4,-116.4325996275705+/-0
orbformer_scratch,C3H4,4000,5,-116.44168705551367+/-0
orbformer_scratch,C3H4,4000,6,-116.42726555440166+/-0
orbformer_scratch,C3H4,4000,7,-116.39060376065815+/-0
orbformer_scratch,C3H4,4000,8,-116.3810780848237+/-0
orbformer_scratch,C3H4,4000,9,-116.48617666560968+/-0
orbformer_scratch,C3H4,8000,0,-116.5221041027069+/-0
orbformer_scratch,C3H4,8000,1,-116.5123533345719+/-0
orbformer_scratch,C3H4,8000,2,-116.49284429804312+/-0
orbformer_scratch,C3H4,8000,3,-116.49786480789184+/-0
orbformer_scratch,C3H4,8000,4,-116.47013750490686+/-0
orbformer_scratch,C3H4,8000,5,-116.49624875118879+/-0
orbformer_scratch,C3H4,8000,6,-116.46735115877193+/-0
orbformer_scratch,C3H4,8000,7,-116.47442388560773+/-0
orbformer_scratch,C3H4,8000,8,-116.44232291349196+/-0
orbformer_scratch,C3H4,8000,9,-116.5225786685419+/-0
orbformer_scratch,C3H4,16000,0,-116.581895029068+/-0
orbformer_scratch,C3H4,16000,1,-116.56385526504516+/-0
orbformer_scratch,C3H4,16000,2,-116.54645121765137+/-0
orbformer_scratch,C3H4,16000,3,-116.56955629844666+/-0
orbformer_scratch,C3H4,16000,4,-116.53667778947114+/-0
orbformer_scratch,C3H4,16000,5,-116.56834929225099+/-0
orbformer_scratch,C3H4,16000,6,-116.52513032527237+/-0
orbformer_scratch,C3H4,16000,7,-116.55085410825717+/-0
orbformer_scratch,C3H4,16000,8,-116.48562826596685+/-0
orbformer_scratch,C3H4,16000,9,-116.574863439179+/-0
orbformer_scratch,C3H4,32000,0,-116.57527876701354+/-0
orbformer_scratch,C3H4,32000,1,-116.5653425125122+/-0
orbformer_scratch,C3H4,32000,2,-116.54809966049194+/-0
orbformer_scratch,C3H4,32000,3,-116.5690128326416+/-0
orbformer_scratch,C3H4,32000,4,-116.54723813308586+/-0
orbformer_scratch,C3H4,32000,5,-116.56605361205256+/-0
orbformer_scratch,C3H4,32000,6,-116.53068818754659+/-0
orbformer_scratch,C3H4,32000,7,-116.552211297012+/-0
orbformer_scratch,C3H4,32000,8,-116.48484686229548+/-0
orbformer_scratch,C3H4,32000,9,-116.58278410887048+/-0
orbformer_scratch,CN2H2,250,0,-145.72728328486824+/-0
orbformer_scratch,CN2H2,250,1,-145.876323725988+/-0
orbformer_scratch,CN2H2,250,2,-146.07258010778295+/-0
orbformer_scratch,CN2H2,250,3,-145.9349751184004+/-0
orbformer_scratch,CN2H2,250,4,-146.0170649016202+/-0
orbformer_scratch,CN2H2,250,5,-145.9554478407524+/-0
orbformer_scratch,CN2H2,250,6,-146.31298512918534+/-0
orbformer_scratch,CN2H2,250,7,-145.83515781860126+/-0
orbformer_scratch,CN2H2,250,8,-145.90422660705173+/-0
orbformer_scratch,CN2H2,250,9,-145.9718803633322+/-0
orbformer_scratch,CN2H2,1000,0,-147.9352577037051+/-0
orbformer_scratch,CN2H2,1000,1,-148.27307532817133+/-0
orbformer_scratch,CN2H2,1000,2,-146.61340173132925+/-0
orbformer_scratch,CN2H2,1000,3,-147.94821769784147+/-0
orbformer_scratch,CN2H2,1000,4,-148.0125004903525+/-0
orbformer_scratch,CN2H2,1000,5,-147.85416991849067+/-0
orbformer_scratch,CN2H2,1000,6,-148.27012551543396+/-0
orbformer_scratch,CN2H2,1000,7,-148.3327385841106+/-0
orbformer_scratch,CN2H2,1000,8,-148.20130434251925+/-0
orbformer_scratch,CN2H2,1000,9,-148.18894002792445+/-0
orbformer_scratch,CN2H2,4000,0,-148.5474003834709+/-0
orbformer_scratch,CN2H2,4000,1,-148.58507452951187+/-0
orbformer_scratch,CN2H2,4000,2,-148.61611318068788+/-0
orbformer_scratch,CN2H2,4000,3,-148.54750592803956+/-0
orbformer_scratch,CN2H2,4000,4,-148.5569018700569+/-0
orbformer_scratch,CN2H2,4000,5,-148.50565581787023+/-0
orbformer_scratch,CN2H2,4000,6,-148.58122990120376+/-0
orbformer_scratch,CN2H2,4000,7,-148.61132969992553+/-0
orbformer_scratch,CN2H2,4000,8,-148.53615364660882+/-0
orbformer_scratch,CN2H2,4000,9,-148.58627604416733+/-0
orbformer_scratch,CN2H2,8000,0,-148.5582818345616+/-0
orbformer_scratch,CN2H2,8000,1,-148.60813342666626+/-0
orbformer_scratch,CN2H2,8000,2,-148.65344874874006+/-0
orbformer_scratch,CN2H2,8000,3,-148.59574990554748+/-0
orbformer_scratch,CN2H2,8000,4,-148.6005586495808+/-0
orbformer_scratch,CN2H2,8000,5,-148.55986197450028+/-0
orbformer_scratch,CN2H2,8000,6,-148.57196716235268+/-0
orbformer_scratch,CN2H2,8000,7,-148.6518218435641+/-0
orbformer_scratch,CN2H2,8000,8,-148.53651645224338+/-0
orbformer_scratch,CN2H2,8000,9,-148.5881398955078+/-0
orbformer_scratch,CN2H2,16000,0,-148.61699758682252+/-0
orbformer_scratch,CN2H2,16000,1,-148.64375537109376+/-0
orbformer_scratch,CN2H2,16000,2,-148.6802944984436+/-0
orbformer_scratch,CN2H2,16000,3,-148.62601943220528+/-0
orbformer_scratch,CN2H2,16000,4,-148.64814951028924+/-0
orbformer_scratch,CN2H2,16000,5,-148.6102383644775+/-0
orbformer_scratch,CN2H2,16000,6,-148.6326022157431+/-0
orbformer_scratch,CN2H2,16000,7,-148.67384394228867+/-0
orbformer_scratch,CN2H2,16000,8,-148.56895979896453+/-0
orbformer_scratch,CN2H2,16000,9,-148.64398221446828+/-0
orbformer_scratch,CN2H2,32000,0,-148.64828860797934+/-0
orbformer_scratch,CN2H2,32000,1,-148.65655876235962+/-0
orbformer_scratch,CN2H2,32000,2,-148.698317502594+/-0
orbformer_scratch,CN2H2,32000,3,-148.66697570266723+/-0
orbformer_scratch,CN2H2,32000,4,-148.67699760110077+/-0
orbformer_scratch,CN2H2,32000,5,-148.63473923589368+/-0
orbformer_scratch,CN2H2,32000,6,-148.66241562682615+/-0
orbformer_scratch,CN2H2,32000,7,-148.69401725167435+/-0
orbformer_scratch,CN2H2,32000,8,-148.62741617484502+/-0
orbformer_scratch,CN2H2,32000,9,-148.68430263589104+/-0
orbformer_scratch,CNH,250,0,-92.47350482420484+/-0
orbformer_scratch,CNH,250,1,-92.18887549830873+/-0
orbformer_scratch,CNH,250,2,-92.13175601865497+/-0
orbformer_scratch,CNH,250,3,-91.99919136590768+/-0
orbformer_scratch,CNH,250,4,-92.38077733721124+/-0
orbformer_scratch,CNH,250,5,-92.45519778937414+/-0
orbformer_scratch,CNH,250,6,-92.59822586969844+/-0
orbformer_scratch,CNH,250,7,-92.1789930527086+/-0
orbformer_scratch,CNH,250,8,-92.12591838657123+/-0
orbformer_scratch,CNH,250,9,-91.97908031163632+/-0
orbformer_scratch,CNH,1000,0,-93.2094547618116+/-0
orbformer_scratch,CNH,1000,1,-93.22613385686587+/-0
orbformer_scratch,CNH,1000,2,-93.22505576011409+/-0
orbformer_scratch,CNH,1000,3,-93.20089152171127+/-0
orbformer_scratch,CNH,1000,4,-93.08874949682723+/-0
orbformer_scratch,CNH,1000,5,-93.10200230370252+/-0
orbformer_scratch,CNH,1000,6,-93.25074601162365+/-0
orbformer_scratch,CNH,1000,7,-93.19287245720595+/-0
orbformer_scratch,CNH,1000,8,-93.24334280268378+/-0
orbformer_scratch,CNH,1000,9,-93.20547688518111+/-0
orbformer_scratch,CNH,4000,0,-93.34339978027344+/-0
orbformer_scratch,CNH,4000,1,-93.34166539590346+/-0
orbformer_scratch,CNH,4000,2,-93.3335878992725+/-0
orbformer_scratch,CNH,4000,3,-93.35101020765896+/-0
orbformer_scratch,CNH,4000,4,-93.24001217761084+/-0
orbformer_scratch,CNH,4000,5,-93.28629236561315+/-0
orbformer_scratch,CNH,4000,6,-93.35444303037906+/-0
orbformer_scratch,CNH,4000,7,-93.34129941604887+/-0
orbformer_scratch,CNH,4000,8,-93.3659586968081+/-0
orbformer_scratch,CNH,4000,9,-93.34691244125939+/-0
orbformer_scratch,CNH,8000,0,-93.36616388100258+/-0
orbformer_scratch,CNH,8000,1,-93.36410307846069+/-0
orbformer_scratch,CNH,8000,2,-93.37553299942017+/-0
orbformer_scratch,CNH,8000,3,-93.40116575927735+/-0
orbformer_scratch,CNH,8000,4,-93.25773804035828+/-0
orbformer_scratch,CNH,8000,5,-93.30102687766835+/-0
orbformer_scratch,CNH,8000,6,-93.37737209545719+/-0
orbformer_scratch,CNH,8000,7,-93.36320858515765+/-0
orbformer_scratch,CNH,8000,8,-93.38171215421713+/-0
orbformer_scratch,CNH,8000,9,-93.39088696925113+/-0
orbformer_scratch,CNH,16000,0,-93.3614919328388+/-0
orbformer_scratch,CNH,16000,1,-93.35801798362732+/-0
orbformer_scratch,CNH,16000,2,-93.36397068328857+/-0
orbformer_scratch,CNH,16000,3,-93.40446692127698+/-0
orbformer_scratch,CNH,16000,4,-93.2620896891097+/-0
orbformer_scratch,CNH,16000,5,-93.30975466657091+/-0
orbformer_scratch,CNH,16000,6,-93.37416118471329+/-0
orbformer_scratch,CNH,16000,7,-93.37502064121456+/-0
orbformer_scratch,CNH,16000,8,-93.38798689973368+/-0
orbformer_scratch,CNH,16000,9,-93.39444670823589+/-0
orbformer_scratch,CNH,32000,0,-93.4033190574646+/-0
orbformer_scratch,CNH,32000,1,-93.3948190322876+/-0
orbformer_scratch,CNH,32000,2,-93.39977520561219+/-0
orbformer_scratch,CNH,32000,3,-93.42343298034667+/-0
orbformer_scratch,CNH,32000,4,-93.29286070130838+/-0
orbformer_scratch,CNH,32000,5,-93.34095867047687+/-0
orbformer_scratch,CNH,32000,6,-93.41318037238227+/-0
orbformer_scratch,CNH,32000,7,-93.40327916778834+/-0
orbformer_scratch,CNH,32000,8,-93.41471899837384+/-0
orbformer_scratch,CNH,32000,9,-93.41303274881626+/-0
orbformer_scratch,CNOH,250,0,-165.20981522875+/-0
orbformer_scratch,CNOH,250,1,-164.89428087803066+/-0
